epoch accuracy precision recall F1-score       0       1       2       3       4       0       1       2       3       4       0       1       2       3       4
  166   94.344    94.481 94.253   94.313  95.946  98.701  94.286  85.882  97.590  91.026  96.203  91.667  93.590  98.780  93.421  97.436  92.958  89.571  98.182
  167   94.344    94.634 94.244   94.315 100.000  98.684  92.958  85.057  96.471  89.744  94.937  91.667  94.872 100.000  94.595  96.774  92.308  89.697  98.204
  168   94.602    94.829 94.497   94.572 100.000  98.701  94.286  86.905  94.253  91.026  96.203  91.667  93.590 100.000  95.302  97.436  92.958  90.123  97.041
  169   94.602    94.781 94.509   94.567  98.611  98.701  92.958  86.047  97.590  91.026  96.203  91.667  94.872  98.780  94.667  97.436  92.308  90.244  98.182
  170   94.344    94.503 94.219   94.290  97.260  98.701  94.203  85.882  96.471  91.026  96.203  90.278  93.590 100.000  94.040  97.436  92.199  89.571  98.204
  171   94.602    94.725 94.497   94.552  97.260  98.701  94.286  86.905  96.471  91.026  96.203  91.667  93.590 100.000  94.040  97.436  92.958  90.123  98.204
  172   94.087    94.287 93.941   94.026  97.260  98.701  94.118  84.884  96.471  91.026  96.203  88.889  93.590 100.000  94.040  97.436  91.429  89.024  98.204
  173   93.830    94.303 93.713   93.845  98.611  97.403  95.522  82.418  97.561  91.026  94.937  88.889  96.154  97.561  94.667  96.154  92.086  88.757  97.561
  174   94.344    94.619 94.198   94.294  98.611  97.436  95.522  85.057  96.471  91.026  96.203  88.889  94.872 100.000  94.667  96.815  92.086  89.697  98.204
  175   94.087    94.287 93.941   94.026  97.260  98.701  94.118  84.884  96.471  91.026  96.203  88.889  93.590 100.000  94.040  97.436  91.429  89.024  98.204
  176   94.602    94.689 94.497   94.540  97.260  98.701  92.958  86.905  97.619  91.026  96.203  91.667  93.590 100.000  94.040  97.436  92.308  90.123  98.795
  177   94.344    94.670 94.210   94.329  96.000  98.701  96.970  84.091  97.590  92.308  96.203  88.889  94.872  98.780  94.118  97.436  92.754  89.157  98.182
  178   94.602    94.899 94.454   94.565  97.297  98.701  96.970  85.057  96.471  92.308  96.203  88.889  94.872 100.000  94.737  97.436  92.754  89.697  98.204
  179   94.344    94.716 94.235   94.342  98.611  98.684  95.588  84.270  96.429  91.026  94.937  90.278  96.154  98.780  94.667  96.774  92.857  89.820  97.590
  180   94.344    94.807 94.235   94.362 100.000  98.684  95.588  83.333  96.429  91.026  94.937  90.278  96.154  98.780  95.302  96.774  92.857  89.286  97.590
  181   94.602    94.900 94.500   94.587 100.000  98.684  94.286  85.057  96.471  91.026  94.937  91.667  94.872 100.000  95.302  96.774  92.958  89.697  98.204
  182   94.602    94.823 94.500   94.576  97.260  98.684  95.652  86.047  96.471  91.026  94.937  91.667  94.872 100.000  94.040  96.774  93.617  90.244  98.204
  183   94.344    94.613 94.256   94.337  98.611  98.684  94.286  85.057  96.429  91.026  94.937  91.667  94.872  98.780  94.667  96.774  92.958  89.697  97.590
  184   94.344    94.617 94.256   94.344  97.260  98.684  95.652  85.057  96.429  91.026  94.937  91.667  94.872  98.780  94.040  96.774  93.617  89.697  97.590
  185   94.602    94.865 94.522   94.592  98.611  97.436  94.286  85.227  98.765  91.026  96.203  91.667  96.154  97.561  94.667  96.815  92.958  90.361  98.160
  186   94.859    95.323 94.735   94.856 100.000  98.684  97.015  84.444  96.471  91.026  94.937  90.278  97.436 100.000  95.302  96.774  93.525  90.476  98.204
  187   94.344    94.451 94.241   94.281  97.222  98.701  92.958  86.905  96.471  89.744  96.203  91.667  93.590 100.000  93.333  97.436  92.308  90.123  98.204
  188   94.602    94.725 94.497   94.552  97.260  98.701  94.286  86.905  96.471  91.026  96.203  91.667  93.590 100.000  94.040  97.436  92.958  90.123  98.204
  189   94.344    94.769 94.223   94.336  98.611  97.436  96.970  84.444  96.386  91.026  96.203  88.889  97.436  97.561  94.667  96.815  92.754  90.476  96.970
  190   95.116    95.438 95.013   95.099  98.611  98.684  97.059  86.364  96.471  91.026  94.937  91.667  97.436 100.000  94.667  96.774  94.286  91.566  98.204
  191   94.859    95.232 94.782   94.887  97.297  97.403  98.507  85.393  97.561  92.308  94.937  91.667  97.436  97.561  94.737  96.154  94.964  91.018  97.561
  192   94.344    94.893 94.214   94.358  98.611  98.684  96.970  82.609  97.590  91.026  94.937  88.889  97.436  98.780  94.667  96.774  92.754  89.412  98.182
  193   94.602    94.770 94.497   94.561  98.611  98.701  94.286  86.905  95.349  91.026  96.203  91.667  93.590 100.000  94.667  97.436  92.958  90.123  97.619
  194   94.602    94.712 94.531   94.570  98.611  96.203  94.366  87.952  96.429  91.026  96.203  93.056  93.590  98.780  94.667  96.203  93.706  90.683  97.590
  195   94.602    94.777 94.509   94.572  97.260  98.701  94.286  86.047  97.590  91.026  96.203  91.667  94.872  98.780  94.040  97.436  92.958  90.244  98.182
  196   95.116    95.463 95.010   95.110 100.000  98.701  97.059  86.207  95.349  91.026  96.203  91.667  96.154 100.000  95.302  97.436  94.286  90.909  97.619
  197   94.602    94.770 94.497   94.561  98.611  98.701  94.286  86.905  95.349  91.026  96.203  91.667  93.590 100.000  94.667  97.436  92.958  90.123  97.619
  198   94.602    94.993 94.467   94.577  97.260  98.701  96.970  84.444  97.590  91.026  96.203  88.889  97.436  98.780  94.040  97.436  92.754  90.476  98.182
  199   95.116    95.528 95.001   95.122  98.630  98.701  98.485  85.393  96.429  92.308  96.203  90.278  97.436  98.780  95.364  97.436  94.203  91.018  97.590
  200   94.344    94.933 94.226   94.384  98.630  97.403  98.462  82.609  97.561  92.308  94.937  88.889  97.436  97.561  95.364  96.154  93.431  89.412  97.561
